 (1.144808387644327130e+00+0.000000000000000000e+00j)
 (4.202046894606708549e-01+0.000000000000000000e+00j)
 (-3.040279215947028213e-01+4.761789777680202618e-01j)
 (-3.040279215947028213e-01-4.761789777680202618e-01j)
 (-4.725446840526799086e-01+0.000000000000000000e+00j)
 (4.862993524700869319e-01+0.000000000000000000e+00j)
 (4.716509433963337550e+00+0.000000000000000000e+00j)
