 (7.721787894217863268e+00+0.000000000000000000e+00j)
 (1.004866237485936509e+00+0.000000000000000000e+00j)
 (-5.166302918169095593e-01+4.040667075910838735e-01j)
 (-5.166302918169095593e-01-4.040667075910838735e-01j)
 (2.498405373161582399e-01+0.000000000000000000e+00j)
 (8.000000000000000444e-01+0.000000000000000000e+00j)
 (5.263026315784686382e+00+0.000000000000000000e+00j)
