 (-5.122981340900151226e-01+3.679667667701378986e-01j)
 (-5.122981340900151226e-01-3.679667667701378986e-01j)
 (8.280801592215250029e-01+1.300916674484848545e-01j)
 (8.280801592215250029e-01-1.300916674484848545e-01j)
 (7.732022333953582349e-02+0.000000000000000000e+00j)
 (6.705799102783204235e-01+0.000000000000000000e+00j)
 (5.262105263157896395e+00+0.000000000000000000e+00j)
